MainCode,Description,Color,Size,Unit,OnHand,Price1,Bin#,MainCode2,Price2,Price3,Price4,Price5
AMZN,AMAZON PAYMENT,,,,0,"$13,941.70 ",,,$0.00 ,$0.00 ,$0.00 ,$0.00 
BOX(52*45*48),PACKING BOX,,,,300,$0.00 ,,,$0.00 ,$0.00 ,$0.00 ,$0.00 
DB BARCODE STIC,DB BARCODE STICKER(MM111),,,,1,$0.00 ,,,$0.00 ,$0.00 ,$0.00 ,$0.00 
DB REORDER DZ P,DB REORDER DZ POLYBAG(MM111),,,,2,$0.00 ,,,$0.00 ,$0.00 ,$0.00 ,$0.00 
DB REORDER TAG ,DB REORDER TAG CARD(MM111),,,,1,$0.00 ,,,$0.00 ,$0.00 ,$0.00 ,$0.00 
DB STICKER(MM11,DB STICKER(MM111),,,,1,$0.00 ,,,$0.00 ,$0.00 ,$0.00 ,$0.00 
DP L1,LUX DISPLAY (TOP),,,,0,$0.00 ,,,$0.00 ,$0.00 ,$0.00 ,$0.00 
DP L2,LUX DISPLAY (BOTTOM),,,,0,$0.00 ,,,$0.00 ,$0.00 ,$0.00 ,$0.00 
DP1,MULTI PRODUCTS SET FOR DR1,N/A,N/A,N/A,200,$396.00 ,N/A,,$0.00 ,$396.00 ,$0.00 ,$0.00 
DR1,FLOOR DISPLAY RACK W/ TURNTABLE FOR DP1,N/A,N/A,N/A,0,$0.00 ,N/A,,$0.00 ,$0.00 ,$0.00 ,$0.00 
HOOK,HOOK 0.5*200MM,,,,6000,$0.00 ,,,$0.00 ,$0.00 ,$0.00 ,$0.00 
IN5011,MESH WIG CAP (DOME STYLE) : BLK ,N/A,N/A,N/A,3168,$0.43 ,N/A,,$0.43 ,$0.43 ,$0.43 ,$0.43 
IN5011-3,"MESH WIG CAP (DOME STYLE) : BLK, 3PCS",N/A,N/A,N/A,2204,$1.30 ,N/A,,$1.30 ,$1.30 ,$1.30 ,$1.30 
IN5017,SPANDEX DOME CAP : BLK,N/A,N/A,N/A,936,$0.33 ,N/A,,$0.33 ,$0.33 ,$0.00 ,$0.00 
IN5017-3,"SPANDEX DOME CAP : BLK, 3PCS",N/A,N/A,N/A,864,$1.00 ,N/A,,$1.00 ,$1.00 ,$0.00 ,$0.00 
IN5021-3,"MESH WIG CAP, XL (DOME STYLE) : BLK, 3PCS ",N/A,N/A,N/A,672,$1.35 ,N/A,,$1.35 ,$1.35 ,$1.35 ,$1.35 
K001,DU-RAG : BLACK,BLACK,R,DZ,960,$4.50 ,A1,,$6.00 ,$9.00 ,$0.00 ,$0.00 
K002,DU-RAG : WHITE,WHITE,R,DZ,362,$4.50 ,A1,,$6.00 ,$9.00 ,$0.00 ,$0.00 
K003,DU-RAG : RED,RED,R,DZ,60,$4.50 ,A1,,$6.00 ,$9.00 ,$0.00 ,$0.00 
K004,DU-RAG : BLUE,BLUE,R,DZ,113,$4.50 ,A2,,$6.00 ,$9.00 ,$0.00 ,$0.00 
K005,DU-RAG : ROYAL BLUE,ROYAL,R,DZ,264,$4.50 ,A2,,$6.00 ,$9.00 ,$0.00 ,$0.00 
K006,DU-RAG : SKY,SKY,R,DZ,146,$4.50 ,A2,,$6.00 ,$9.00 ,$0.00 ,$0.00 
K007,DU-RAG : LIGHT GRAY,LIGHT,R,DZ,97,$4.50 ,A2,,$6.00 ,$9.00 ,$0.00 ,$0.00 
K008,DU-RAG : BROWN,BROWN,R,DZ,127,$4.50 ,A3,,$6.00 ,$9.00 ,$0.00 ,$0.00 
K009,DU-RAG : KHAKI,KHAKI,R,DZ,34,$4.50 ,A3,,$6.00 ,$9.00 ,$0.00 ,$0.00 
K010,DU-RAG : YELLOW,YELLOW,R,DZ,52,$4.50 ,A3,,$6.00 ,$9.00 ,$0.00 ,$0.00 
K011,DU-RAG : ORANGE,ORANGE,R,DZ,65,$4.50 ,A3,,$6.00 ,$9.00 ,$0.00 ,$0.00 
K012,DU-RAG : GREEN,GREEN,R,DZ,101,$4.50 ,A4,,$6.00 ,$9.00 ,$0.00 ,$0.00 
K013,DU-RAG : PINK,PINK,R,DZ,123,$4.50 ,A4,,$6.00 ,$9.00 ,$0.00 ,$0.00 
K014,DU-RAG (TWO TONE) : ASSORT,TWO TONE,R,DZ,-2,$4.50 ,A4,,$6.00 ,$9.00 ,$0.00 ,$0.00 
K016,DU-RAG (CENTER) :ASSORT,ASSORT,R,DZ,268,$4.50 ,A4,,$6.00 ,$9.00 ,$0.00 ,$0.00 
K018,DU-RAG : ASSORT,ASSORT,R,DZ,522,$4.50 ,A4,,$6.00 ,$9.00 ,$0.00 ,$0.00 
K030,COOL MESH DU-RAG :ASSORT,ASSORT,R,DZ,183,$6.50 ,A4,,$9.00 ,$13.50 ,$0.00 ,$0.00 
K031,COOL MESH DU-RAG : BLACK,BLACK,R,DZ,451,$6.50 ,A5,,$9.00 ,$13.50 ,$0.00 ,$0.00 
K032,COOL MESH DU-RAG : WHITE,WHITE,R,DZ,0,$6.50 ,A5,,$9.00 ,$13.50 ,$0.00 ,$0.00 
K035,COOL MESH DOME-CAP : ASSORT,ASSORT,R,DZ,175,$6.50 ,A5,,$9.00 ,$13.50 ,$0.00 ,$0.00 
K036,COOL MESH DOME-CAP : BLACK,BLACK,R,DZ,352,$6.50 ,A5,,$9.00 ,$13.50 ,$0.00 ,$0.00 
K037,COOL MESH DOME-CAP : WHITE,WHITE,R,DZ,632,$6.50 ,A6,,$9.00 ,$13.50 ,$0.00 ,$0.00 
K038,STRETCH MESH DOME CAP : BLACK,BLACK,R,DZ,203,$13.50 ,A6,,$18.00 ,$30.00 ,$0.00 ,$0.00 
K050,KID DU-RAG : ASSORT,ASSORT,R,DZ,120,$4.50 ,A6,,$6.00 ,$9.00 ,$0.00 ,$0.00 
K051,KID DU-RAG : BLACK,BLACK,R,DZ,405,$4.50 ,A6,,$6.00 ,$9.00 ,$0.00 ,$0.00 
K052,KID DU-RAG : WHITE,WHITE,R,DZ,0,$4.50 ,A7,,$6.00 ,$9.00 ,$0.00 ,$0.00 
K053,KID DU-RAG (TWO TONE) : ASSORT,TWO TONE,R,DZ,245,$4.50 ,A7,,$6.00 ,$9.00 ,$0.00 ,$0.00 
K058,KID STOCKING CAP : ASSORT,ASSORT,R,DZ,298,$3.50 ,A7,,$5.00 ,$6.00 ,$0.00 ,$0.00 
K059,KID STOCKING CAP : BLACK,BLACK,R,DZ,644,$3.50 ,A7,,$5.00 ,$6.00 ,$0.00 ,$0.00 
K060,STOCKING WAVE-CAP (2 PC) : ASSORT,ASSORT,R,DZ,3074,$3.50 ,A8,,$5.00 ,$6.00 ,$0.00 ,$0.00 
K061,STOCKING WAVE-CAP (2 PC) : BLACK,BLACK,R,DZ,7794,$3.50 ,A8,,$5.00 ,$6.00 ,$0.00 ,$0.00 
K062,STOCKING WAVE-CAP (2 PC) : WHITE,WHITE,R,DZ,1796,$3.50 ,A8,,$5.00 ,$6.00 ,$0.00 ,$0.00 
K063,STOCKING WAVE-CAP (2 PC) : RED,RED,R,DZ,674,$3.50 ,A8,,$5.00 ,$6.00 ,$0.00 ,$0.00 
K064,STOCKING WAVE-CAP (2 PC) : NAVY,NAVY,R,DZ,673,$3.50 ,A9,,$5.00 ,$6.00 ,$0.00 ,$0.00 
K065,STOCKING WAVE-CAP (2 PC) : ROYAL,ROYAL,R,DZ,404,$3.50 ,A9,,$5.00 ,$6.00 ,$0.00 ,$0.00 
K066,STOCKING WAVE-CAP (2 PC) : SKY,SKY,R,DZ,414,$3.50 ,A9,,$5.00 ,$6.00 ,$0.00 ,$0.00 
K067,STOCKING WAVE-CAP (2 PC) : GRAY,GRAY,R,DZ,287,$3.50 ,A9,,$5.00 ,$6.00 ,$0.00 ,$0.00 
K068,STOCKING WAVE-CAP (2 PC) : BROWN,BROWN,R,DZ,448,$3.50 ,A10,,$5.00 ,$6.00 ,$0.00 ,$0.00 
K070,SPANDEX DOME-CAP : ASSORT,ASSORT,R,DZ,674,$9.00 ,A10,,$12.00 ,$15.00 ,$0.00 ,$0.00 
K071,SPANDEX DOME-CAP : BLACK,BLACK,R,DZ,2054,$9.00 ,A10,,$12.00 ,$15.00 ,,
K072,SPANDEX DOME-CAP : WHITE,WHITE,R,DZ,0,$9.00 ,A10,,$12.00 ,$15.00 ,$0.00 ,$0.00 
K075,SPANDEX SKULL-CAP : ASSORT,ASSORTED,R,DZ,408,$8.50 ,A11,,$11.00 ,$15.00 ,,
K076,SPANDEX SKULL-CAP : BLACK,BLACK,R,DZ,613,$8.50 ,A11,,$11.00 ,$15.00 ,,
K077,SPANDEX SKULL-CAP : WHITE,WHITE,R,DZ,0,$8.50 ,N/A,,$11.00 ,$15.00 ,$0.00 ,$0.00 
K080,DREADLOCK WAVE CAP 360 : ASSORT,ASSORT,R,DZ,617,$7.00 ,H11,,$9.00 ,,,
K081,DREADLOCK WAVE CAP 360 : BLACK,BLACK,R,DZ,1269,$7.00 ,H11,,$9.00 ,,,
K082,TIE-DOWN WAVE-CAP : WHITE,WHITE,R,DZ,0,$3.50 ,N/A,,$5.00 ,$6.00 ,$0.00 ,$0.00 
K083,DREADLOCK WAVE CAP : ASSORT,ASSORT,R,DZ,194,$8.50 ,A12,,$12.00 ,$18.00 ,$0.00 ,$0.00 
K084,DREADLOCK WAVE CAP : BLACK,BLACK,R,DZ,1425,$8.50 ,A12,,$12.00 ,$18.00 ,$0.00 ,$0.00 
K085,DREADLOCK WAVE CAP (JUMBO) : ASSORT,ASSORT,J ,DZ,367,$11.00 ,A12,,$15.00 ,$24.00 ,$0.00 ,$0.00 
K086,DREADLOCK WAVE CAP (JUMBO) : BLACK,BLACK,J ,DZ,616,$11.00 ,A12,,$15.00 ,$24.00 ,$0.00 ,$0.00 
K087,DREADLOCK WAVE CAP TUBE: ASSORT,,,,208,$11.00 ,H11,,$15.00 ,$0.00 ,$0.00 ,$0.00 
K088,DREADLOCK WAVE CAP TUBE: BLACK,,,,522,$11.00 ,H11,,$15.00 ,$0.00 ,$0.00 ,$0.00 
K090,PLAY MAKER DU-RAG : ASSORT,ASSORTED,R,DZ,-4,$4.50 ,N/A,,$6.00 ,$9.00 ,$0.00 ,$0.00 
K091,PLAY MAKER DU-RAG : BLACK,BLACK,R,DZ,-4,$4.50 ,N/A,,$6.00 ,$9.00 ,$0.00 ,$0.00 
K092,PLAY MAKER DU-RAG : WHITE,WHITE,R,DZ,0,$4.50 ,N/A,,$6.00 ,$9.00 ,$0.00 ,$0.00 
K096,PLAY MAKER DU-RAG(TWO) : ASSORT,ASSORT,R,DZ,-2,$4.50 ,N/A,,$6.00 ,$9.00 ,$0.00 ,$0.00 
K097,PLAY MAKER DU-RAG(CTR) : ASSORT,ASSORT,R,DZ,-2,$4.50 ,N/A,,$6.00 ,$9.00 ,$0.00 ,$0.00 
K2000,VELVET DURAG : ASSORT,ASST,R,DZ,1295,$22.50 ,K1,,$30.00 ,$40.00 ,$0.00 ,$0.00 
K2001,VELVET DURAG : BLACK,BLACK,R,DZ,1108,$22.50 ,K2,,$30.00 ,$40.00 ,$0.00 ,$0.00 
K2002,VELVET DURAG : WHITE,WHITE,R,DZ,46,$22.50 ,K1,,$30.00 ,$40.00 ,$0.00 ,$0.00 
K2003,VELVET DURAG : RED,RED,R,DZ,312,$22.50 ,K1,,$30.00 ,$40.00 ,$0.00 ,$0.00 
K2004,VELVET DURAG : NAVY,NAVY,R,DZ,183,$22.50 ,K2,,$30.00 ,$40.00 ,$0.00 ,$0.00 
K2005,VELVET DURAG : ROYAL,ROYAL,R,DZ,259,$22.50 ,K2,,$30.00 ,$40.00 ,$0.00 ,$0.00 
K2006,VELVET DURAG : SKY,SKY,R,DZ,224,$22.50 ,K3,,$30.00 ,$40.00 ,$0.00 ,$0.00 
K2007,VELVET DURAG : SILVER,SILVER,R,DZ,189,$22.50 ,K3,,$30.00 ,$40.00 ,$0.00 ,$0.00 
K2008,VELVET DURAG : YELLOW,YELLOW,R,DZ,106,$22.50 ,K3,,$30.00 ,$40.00 ,$0.00 ,$0.00 
K2009,VELVET DURAG : ORANGE,ORANGE,R,DZ,233,$22.50 ,K3,,$30.00 ,$40.00 ,$0.00 ,$0.00 
K201,SPANDEX VISOR DOME CAP : BLACK,BLACK,R,DZ,155,$18.00 ,A12,,$24.00 ,$36.00 ,$0.00 ,$0.00 
K2010,VELVET DURAG : GREEN,GREEN,R,DZ,202,$22.50 ,K4,,$30.00 ,$40.00 ,$0.00 ,$0.00 
K2011,VELVET DURAG : PINK,PINK,R,DZ,146,$22.50 ,K4,,$30.00 ,$40.00 ,$0.00 ,$0.00 
K2012,VELVET DURAG : PURPLE,PURPLE,R,DZ,356,$22.50 ,K4,,$30.00 ,$40.00 ,$0.00 ,$0.00 
K2013,VELVET DURAG : GOLD,GOLD,R,DZ,230,$22.50 ,K4,,$30.00 ,$40.00 ,$0.00 ,$0.00 
K2014,VELVET DOME CAP : ASSORT,ASSORT,R,DZ,687,$13.50 ,K5,,$18.00 ,$24.00 ,$0.00 ,$0.00 
K2015,VELVET DOME CAP : BLACK,BLACK,R,DZ,380,$13.50 ,K5,,$18.00 ,$24.00 ,$0.00 ,$0.00 
K2016,METALLIC DURAG : ASSORT,ASSORT,R,DZ,2361,$18.00 ,K5,,$24.00 ,$36.00 ,$0.00 ,$0.00 
K2017,METALLIC DURAG : WHITE,WHITE,R,DZ,752,$18.00 ,K5,,$24.00 ,$36.00 ,$0.00 ,$0.00 
K2018,METALLIC DURAG : ROYAL,ROYAL,R,DZ,1125,$18.00 ,K6,,$24.00 ,$36.00 ,$0.00 ,$0.00 
K2019,METALLIC DURAG : PURPLE,PURPLE,R,DZ,1348,$18.00 ,K6,,$24.00 ,$36.00 ,$0.00 ,$0.00 
K202,SPANDEX VISOR DOME CAP : WHITE,WHITE,R,DZ,0,$18.00 ,A12,,$24.00 ,$36.00 ,$0.00 ,$0.00 
K2020,METALLIC DURAG : PINK,PINK,R,DZ,1355,$18.00 ,K6,,$24.00 ,$36.00 ,$0.00 ,$0.00 
K2021,METALLIC DURAG : SILVER,SILVER,R,DZ,1131,$18.00 ,K6,,$24.00 ,$36.00 ,$0.00 ,$0.00 
K2022,METALLIC DURAG : GOLD,GOLD,R,DZ,1366,$18.00 ,K7,,$24.00 ,$36.00 ,$0.00 ,$0.00 
K203,SPANDEX VISOR DOME CAP : RED,RED,R,DZ,0,$18.00 ,A4,,$24.00 ,$36.00 ,$0.00 ,$0.00 
K2030,WOLFING DU-STRAP : ASSORT,ASSORT,R,DZ,1721,$22.50 ,J3,,$30.00 ,$40.00 ,$0.00 ,$0.00 
K213,SPANDEX VISOR DOME CAP : ASSORT,R.ASSORT,R,DZ,52,$18.00 ,A12,,$24.00 ,$36.00 ,$0.00 ,$0.00 
K221,SPANDEX VISOR DOME CAP : AFRO,AFRO,R,DZ,0,$13.50 ,N/A,,$18.00 ,$24.00 ,$0.00 ,$0.00 
K222,SPANDEX VISOR DOME CAP : JAMAICAN,JAMAICAN,R,DZ,0,$13.50 ,N/A,,$18.00 ,$24.00 ,$0.00 ,$0.00 
K223,SPANDEX VISOR DOME CAP : ASSORT,ASSORT,R,DZ,0,$13.50 ,N/A,,$18.00 ,$24.00 ,$0.00 ,$0.00 
K224,SPANDEX VISOR DOME CAP : PINK,PINK,R,DZ,0,$13.50 ,N/A,,$18.00 ,$24.00 ,$0.00 ,$0.00 
K230,VISOR DU-RAG : ASSORT,ASSORT,R,DZ,-1,$9.00 ,N/A,,$12.00 ,$18.00 ,$0.00 ,$0.00 
K231,VISOR DU-RAG : BLACK,BLACK,R,DZ,-1,$9.00 ,N/A,,$12.00 ,$18.00 ,$0.00 ,$0.00 
K232,VISOR DU-RAG : WHITE,WHITE,R,DZ,0,$9.00 ,N/A,,$12.00 ,$18.00 ,$0.00 ,$0.00 
K233,VISOR DU-RAG : TWO/TONE ASSORT,TWO/TONE,R,DZ,-1,$9.00 ,N/A,,$12.00 ,$18.00 ,$0.00 ,$0.00 
K400,DELUXE DURAG : ASSORT,ASSORT,R,DZ,4,$9.00 ,A13,,$12.00 ,$15.00 ,$0.00 ,$0.00 
K401,DELUXE DURAG : BLACK,BLACK,R,DZ,255,$9.00 ,A13,,$12.00 ,$15.00 ,$0.00 ,$0.00 
K402,DELUXE DURAG : WHITE,WHITE,R,DZ,0,$9.00 ,A13,,$12.00 ,$15.00 ,$0.00 ,$0.00 
K403,SILKY DURAG : ASSORT,ASSORT,R,DZ,81,$9.00 ,A13,,$12.00 ,$15.00 ,$0.00 ,$0.00 
K404,SILKY DURAG : BLACK,BLACK,R,DZ,700,$9.00 ,A14,,$12.00 ,$15.00 ,$0.00 ,$0.00 
K405,SILKY DURAG : WHITE,WHITE,R,DZ,665,$9.00 ,K7,,$12.00 ,$15.00 ,$0.00 ,$0.00 
K406,SILKY DURAG : RED,RED,R,DZ,583,$9.00 ,K7,,$12.00 ,$15.00 ,$0.00 ,$0.00 
K407,SILKY DURAG : NAVY,NAVY,R,DZ,609,$9.00 ,K7,,$12.00 ,$15.00 ,$0.00 ,$0.00 
K408,SILKY DURAG : ROYAL,ROYAL,R,DZ,928,$9.00 ,K8,,$12.00 ,$15.00 ,$0.00 ,$0.00 
K409,SILKY DURAG : SKY,SKY,R,DZ,33,$9.00 ,K8,,$12.00 ,$15.00 ,$0.00 ,$0.00 
K410,SILKY DURAG : SILVER,SILVER,R,DZ,761,$9.00 ,K8,,$12.00 ,$15.00 ,$0.00 ,$0.00 
K411,SILKY DURAG : YELLOW,YELLOW,R,DZ,174,$9.00 ,K8,,$12.00 ,$15.00 ,$0.00 ,$0.00 
K412,SILKY DURAG : ORANGE,ORANGE,R,DZ,324,$9.00 ,K9,,$12.00 ,$15.00 ,$0.00 ,$0.00 
K413,SILKY DURAG : GREEN,GREEN,R,DZ,469,$9.00 ,K9,,$12.00 ,$15.00 ,$0.00 ,$0.00 
K414,SILKY DURAG : LIGHT PINK,L/PINK,R,DZ,573,$9.00 ,K9,,$12.00 ,$15.00 ,$0.00 ,$0.00 
K415,SILKY DURAG : PURPLE,PURPLE,R,DZ,541,$9.00 ,K9,,$12.00 ,$15.00 ,$0.00 ,$0.00 
K416,SILKY DURAG : GOLD,GOLD,R,DZ,446,$9.00 ,K10,,$12.00 ,$15.00 ,$0.00 ,$0.00 
K417,SILKY CAMO DURAG : ASSORT,ASSORT,R,DZ,630,$13.50 ,K10,,$18.00 ,$24.00 ,$0.00 ,$0.00 
K418,SILKY CAMO DURAG : GREEN,GREEN,R,DZ,383,$13.50 ,K10,,$18.00 ,$24.00 ,$0.00 ,$0.00 
K419,SILKY CAMO DURAG : BLUE,BLUE,R,DZ,690,$13.50 ,K10,,$18.00 ,$24.00 ,$0.00 ,$0.00 
K420,SILKY CAMO DURAG : PINK,PINK,R,DZ,942,$13.50 ,K11,,$18.00 ,$24.00 ,$0.00 ,$0.00 
K422,MAGIC RAG(DZ/24DZ): WHITE,WHITE,,DZ,0,$12.00 ,,,$16.50 ,$24.00 ,$0.00 ,$0.00 
K600,BONUS DURAG : ASSORT,ASSORT,R,DZ,1570,$4.00 ,A14,,$5.50 ,$9.00 ,$0.00 ,$0.00 
K601,BONUS DURAG : BLACK,BLACK,R,DZ,-2,$4.00 ,A14,,$5.50 ,$9.00 ,$0.00 ,$0.00 
K602,BONUS DURAG : WHITE,WHITE,R,DZ,1483,$4.00 ,A14,,$5.50 ,$9.00 ,$0.00 ,$0.00 
K603,BONUS DURAG : RED,RED,R,DZ,735,$4.00 ,A14,,$5.50 ,$9.00 ,$0.00 ,$0.00 
K604,BONUS DURAG : NAVY,NAVY,R,DZ,722,$4.00 ,A14,,$5.50 ,$9.00 ,$0.00 ,$0.00 
K700,SPANDEX STRETCH CAP : ASSORT,ASSORT,R,DZ,279,$7.00 ,A15,,$9.00 ,$12.00 ,,
K701,SPANDEX STRETCH CAP : BLACK,BLACK,R,DZ,529,$7.00 ,A15,,$9.00 ,$12.00 ,$0.00 ,$0.00 
K702,SPANDEX STRETCH CAP : WHITE,WHITE,R,DZ,0,$7.00 ,A15,,$9.00 ,$12.00 ,$0.00 ,$0.00 
K703,SPAN DREADLOCKS CAP : ASSORT,ASSORT,R,DZ,150,$16.50 ,A15,,$24.00 ,$36.00 ,,
K704,SPAN DREADLOCKS CAP : BLACK,BLACK,R,DZ,1138,$16.50 ,A16,,$24.00 ,$36.00 ,$0.00 ,$0.00 
K705,SPAN DREADLOCKS CAP (XL) : ASSORT,ASSORT,XL,DZ,507,$21.00 ,A16,,$30.00 ,$42.00 ,,
K706,SPAN DREADLOCKS CAP (XL) : BLACK,BLACK,XL,DZ,2130,$21.00 ,A16,,$30.00 ,$42.00 ,,
K707,SPAN DREADLOCKS BAND : ASSORT,ASSORT,R,DZ,714,$8.50 ,A17,,$12.00 ,$18.00 ,,
K708,SPAN DREADLOCKS BAND : BLACK,BLACK,R,DZ,1934,$8.50 ,A17,,$12.00 ,$18.00 ,,
K710,DREADLOCKS TUBE : ASSORT,ASSORT,R,DZ,614,$12.00 ,A17,,$16.50 ,$24.00 ,$0.00 ,$0.00 
K711,DREADLOCKS TUBE : BLACK,BLACK,R,DZ,674,$12.00 ,A17,,$16.50 ,$24.00 ,$0.00 ,$0.00 
K720,SPORT BAND SET (3PCS) : ASSORT,ASSORT,R,DZ,-2,$5.50 ,F6,,$7.50 ,$9.00 ,$0.00 ,$0.00 
K721,SPORT BAND SET (3PCS) : BLACK,BLACK,R,DZ,-2,$5.50 ,F6,,$7.50 ,$9.00 ,$0.00 ,$0.00 
K722,SPORT BAND SET (3PCS) : WHITE,WHITE,R,DZ,0,$5.50 ,F6,,$7.50 ,$9.00 ,$0.00 ,$0.00 
K723,SPORT BAND SET (3PCS) : RED,RED,R,DZ,0,$5.50 ,F6,,$7.50 ,$9.00 ,$0.00 ,$0.00 
K724,SPORT BAND SET (3PCS) : NAVY,NAVY,R,DZ,0,$5.50 ,F6,,$7.50 ,$9.00 ,$0.00 ,$0.00 
K725,SPORT BAND SET (3PCS) : ROYAL,R.BLUE,R,DZ,0,$5.50 ,F6,,$7.50 ,$9.00 ,$0.00 ,$0.00 
K726,SPORT BAND SET (3PCS) : SKY,SKY,R,DZ,0,$5.50 ,F6,,$7.50 ,$9.00 ,$0.00 ,$0.00 
K727,SPORT BAND SET (3PCS) : GRAY,GRAY,R,DZ,0,$5.50 ,F6,,$7.50 ,$9.00 ,$0.00 ,$0.00 
K728,SPORT BAND SET (3PCS) : BROWN,BROWN,R,DZ,84,$5.50 ,F6,,$7.50 ,$9.00 ,$0.00 ,$0.00 
K729,SPORT BAND SET (3PCS) : YELLOW,YELLOW,R,DZ,0,$5.50 ,F6,,$7.50 ,$9.00 ,$0.00 ,$0.00 
K731,SPORT BAND SET (3PCS) : ORANGE,ORANGE,R,DZ,66,$5.50 ,F6,,$7.50 ,$9.00 ,$0.00 ,$0.00 
K732,SPORT BAND SET (3PCS) : GREEN,GREEN,R,DZ,24,$5.50 ,6F,,$7.50 ,$9.00 ,$0.00 ,$0.00 
K733,SPORT BAND SET (3PCS) : PINK,PINK,R,DZ,0,$5.50 ,F6,,$7.50 ,$9.00 ,$0.00 ,$0.00 
K860,OGN WAVE CAP : ASSORT,ASSORT,R,DZ,309,$4.00 ,A18,,$6.00 ,$10.00 ,$0.00 ,$0.00 
K861,OGN WAVE CAP : BLACK,BLACK,R,DZ,3514,$4.00 ,A18,,$6.00 ,$10.00 ,$0.00 ,$0.00 
K862,OGN WAVE CAP : WHITE,WHITE,R,DZ,0,$4.00 ,A6,,$6.00 ,$10.00 ,$0.00 ,$0.00 
K863,OGN KID WAVE CAP : ASSORT,ASSORT,R,DZ,942,$4.00 ,A18,,$6.00 ,$10.00 ,$0.00 ,$0.00 
K864,OGN KID WAVE CAP : BLACK,BLACK,R,DZ,363,$4.00 ,A18,,$6.00 ,$10.00 ,$0.00 ,$0.00 
K940,JAMAICA HAT : ASSORT,ASSORT,R,DZ,0,$30.00 ,N/A,,$42.00 ,$60.00 ,$0.00 ,$0.00 
K941,JAMAICA HAT : BLACK,BLACK,R,DZ,0,$30.00 ,N/A,,$42.00 ,$60.00 ,$0.00 ,$0.00 
K942,JAMAICA HAT : WHITE,WHITE,R,DZ,0,$30.00 ,N/A,,$42.00 ,$60.00 ,$0.00 ,$0.00 
K943,JAMAICA HAT : RED,RED,R,DZ,0,$30.00 ,N/A,,$42.00 ,$60.00 ,$0.00 ,$0.00 
K944,JAMAICA HAT : NAVY,NAVY,R,DZ,0,$30.00 ,N/A,,$42.00 ,$60.00 ,$0.00 ,$0.00 
K945,JAMAICA HAT : BROWN,BROWN,R,DZ,0,$30.00 ,N/A,,$42.00 ,$60.00 ,$0.00 ,$0.00 
K946,JAMAICA HAT : KHAKI,KHAKI,R,DZ,0,$30.00 ,N/A,,$42.00 ,$60.00 ,$0.00 ,$0.00 
K947,JAMAICA HAT : YELLOW,YELLOW,R,DZ,0,$30.00 ,N/A,,$42.00 ,$60.00 ,$0.00 ,$0.00 
K948,JAMAICA HAT : GREEN,GREEN,R,DZ,0,$30.00 ,N/A,,$42.00 ,$60.00 ,$0.00 ,$0.00 
K950,JAMAICA HAT : AFRO,AFRO,R,DZ,0,$30.00 ,N/A,,$42.00 ,$60.00 ,$0.00 ,$0.00 
K960,VISOR JAMAICA HAT : ASSORT,ASSORT,R,DZ,0,$36.00 ,N/A,,$48.00 ,$72.00 ,$0.00 ,$0.00 
K961,VISOR JAMAICA HAT : BLACK,BLACK,R,DZ,0,$36.00 ,N/A,,$48.00 ,$72.00 ,$0.00 ,$0.00 
K962,VISOR JAMAICA HAT : WHITE,WHITE,R,DZ,0,$36.00 ,N/A,,$48.00 ,$72.00 ,$0.00 ,$0.00 
K963,VISOR JAMAICA HAT : RED,RED,R,DZ,0,$36.00 ,N/A,,$48.00 ,$72.00 ,$0.00 ,$0.00 
